16.68,84.33, 1015.52
16.68,84.33, 1015.57
16.68,84.33, 1015.59
16.68,84.32, 1015.61
16.69,84.32, 1015.62
16.68,84.32, 1015.58
16.69,84.31, 1015.63
16.69,84.31, 1015.6
16.69,84.3, 1015.64
16.69,84.3, 1015.69
16.69,84.3, 1015.65
16.69,84.29, 1015.64
16.69,84.29, 1015.63
16.7,84.29, 1015.63
16.69,84.29, 1015.67
16.69,84.28, 1015.57
16.7,84.28, 1015.58
16.7,84.28, 1015.58
16.7,84.27, 1015.55
16.7,84.27, 1015.59
16.7,84.27, 1015.57
16.7,84.27, 1015.6
16.7,84.27, 1015.63
16.7,84.27, 1015.66
16.7,84.27, 1015.61
16.7,84.26, 1015.63
16.7,84.27, 1015.63
16.7,84.27, 1015.6
16.7,84.27, 1015.62
16.7,84.27, 1015.62
16.7,84.27, 1015.63
16.69,84.27, 1015.65
16.7,84.27, 1015.67
16.69,84.27, 1015.68
16.69,84.27, 1015.67
16.7,84.27, 1015.69
16.7,84.28, 1015.69
16.7,84.27, 1015.72
16.69,84.28, 1015.72
16.69,84.27, 1015.74
16.69,84.28, 1015.73
16.69,84.28, 1015.7
16.69,84.28, 1015.71
16.69,84.28, 1015.72
16.69,84.28, 1015.74
16.69,84.28, 1015.75
16.69,84.29, 1015.81
16.69,84.29, 1015.86
16.69,84.29, 1015.81
16.69,84.29, 1015.85
16.69,84.29, 1015.85
16.69,84.29, 1015.82
16.69,84.29, 1015.86
16.69,84.29, 1015.84
16.69,84.3, 1015.85
16.69,84.3, 1015.89
16.69,84.3, 1015.88
16.69,84.3, 1015.94
16.7,84.31, 1015.94
16.69,84.3, 1015.96
16.7,84.3, 1015.94
16.69,84.31, 1015.97
16.69,84.31, 1015.94
16.69,84.31, 1015.96
16.69,84.31, 1015.96
16.69,84.31, 1015.95
16.69,84.31, 1015.92
16.69,84.32, 1015.92
16.69,84.32, 1015.94
16.69,84.32, 1015.97
16.69,84.32, 1015.95
16.69,84.32, 1015.97
16.69,84.32, 1016.02
16.69,84.32, 1016.03
16.69,84.33, 1016.0
16.69,84.33, 1015.96
16.68,84.33, 1016.0
16.68,84.33, 1016.0
16.69,84.33, 1016.01
16.68,84.34, 1016.01
16.69,84.33, 1015.98
16.68,84.34, 1015.96
16.69,84.34, 1015.98
16.69,84.34, 1015.97
16.68,84.34, 1015.96
16.69,84.34, 1016.0
16.69,84.34, 1016.0
16.68,84.35, 1015.96
16.68,84.35, 1015.97
16.69,84.35, 1015.98
16.68,84.35, 1015.96
16.68,84.35, 1015.95
16.68,84.35, 1015.97
16.69,84.36, 1016.02
16.68,84.36, 1016.06
16.68,84.36, 1016.03
16.69,84.36, 1016.02
16.69,84.36, 1016.04
16.68,84.36, 1016.03
16.68,84.36, 1015.99
16.69,84.36, 1016.03
16.69,84.36, 1016.03
16.69,84.36, 1016.0
16.68,84.37, 1016.01
16.68,84.37, 1016.06
