
19.0, 86.58, 1023.29
18.99, 86.58, 1023.3
19.0, 86.56, 1023.33
19.0, 86.57, 1023.32
18.99, 86.55, 1023.31
18.99, 86.54, 1023.3
19.0, 86.55, 1023.37
19.0, 86.53, 1023.36
18.99, 86.53, 1023.34
18.99, 86.52, 1023.32
18.99, 86.51, 1023.32
18.99, 86.51, 1023.34
18.99, 86.5, 1023.34
18.98, 86.5, 1023.34
18.98, 86.49, 1023.38
18.98, 86.49, 1023.35
18.97, 86.49, 1023.33
18.97, 86.48, 1023.33
18.98, 86.48, 1023.36
18.97, 86.48, 1023.33
18.97, 86.49, 1023.37
18.97, 86.48, 1023.39
18.97, 86.48, 1023.36
18.96, 86.47, 1023.34
18.96, 86.47, 1023.4
18.95, 86.47, 1023.35
18.96, 86.47, 1023.4
18.95, 86.47, 1023.42
18.95, 86.47, 1023.42
18.94, 86.47, 1023.35
18.94, 86.47, 1023.36
18.94, 86.47, 1023.36
18.93, 86.47, 1023.35
18.93, 86.47, 1023.4
18.93, 86.44, 1023.39
18.93, 86.47, 1023.42
18.92, 86.47, 1023.42
18.92, 86.47, 1023.42
18.92, 86.48, 1023.42
18.92, 86.48, 1023.39
18.91, 86.47, 1023.4
18.9, 86.47, 1023.38
18.9, 86.47, 1023.41
18.9, 86.47, 1023.39
18.9, 86.48, 1023.41
18.89, 86.48, 1023.41
18.89, 86.48, 1023.39
18.88, 86.48, 1023.39
18.89, 86.48, 1023.39
18.89, 86.49, 1023.41
18.88, 86.49, 1023.39
18.88, 86.49, 1023.4
18.87, 86.49, 1023.39
18.87, 86.49, 1023.41
18.87, 86.49, 1023.44
18.87, 86.5, 1023.41
18.86, 86.49, 1023.39
18.86, 86.5, 1023.4
18.86, 86.5, 1023.41
18.85, 86.5, 1023.39
18.85, 86.51, 1023.41
18.85, 86.5, 1023.45
18.85, 86.5, 1023.43
18.85, 86.51, 1023.43
18.85, 86.5, 1023.44
18.84, 86.5, 1023.45
18.84, 86.5, 1023.45
18.84, 86.51, 1023.42
18.83, 86.51, 1023.46
18.83, 86.51, 1023.46
18.83, 86.52, 1023.43
18.83, 86.52, 1023.43
18.83, 86.52, 1023.43
18.82, 86.52, 1023.44
18.82, 86.52, 1023.45
18.82, 86.52, 1023.46
18.81, 86.52, 1023.41
18.81, 86.52, 1023.44
18.81, 86.52, 1023.46
18.8, 86.52, 1023.46
18.8, 86.53, 1023.47
18.8, 86.53, 1023.45
18.8, 86.53, 1023.46
18.8, 86.53, 1023.47
18.8, 86.54, 1023.45
18.79, 86.54, 1023.46
18.79, 86.54, 1023.45
18.79, 86.54, 1023.43
18.79, 86.54, 1023.47
18.79, 86.54, 1023.44
18.78, 86.53, 1023.42
18.78, 86.54, 1023.43
18.78, 86.53, 1023.45
18.78, 86.54, 1023.45
18.77, 86.55, 1023.41
18.77, 86.54, 1023.42
18.77, 86.55, 1023.44
18.77, 86.55, 1023.46
18.77, 86.55, 1023.44
18.77, 86.57, 1023.45
18.76, 86.55, 1023.44
18.76, 86.55, 1023.48
18.76, 86.56, 1023.49
18.76, 86.56, 1023.48
18.76, 86.56, 1023.53
18.76, 86.56, 1023.49
18.75, 86.56, 1023.5
18.75, 86.56, 1023.53
18.74, 86.56, 1023.5
18.75, 86.57, 1023.52
18.75, 86.56, 1023.53
18.74, 86.56, 1023.52
18.73, 86.56, 1023.57
18.72, 86.56, 1023.52
18.73, 86.56, 1023.59
18.73, 86.57, 1023.55
18.73, 86.56, 1023.57
18.72, 86.56, 1023.56
18.72, 86.56, 1023.6
18.72, 86.56, 1023.6
18.72, 86.56, 1023.59
18.72, 86.57, 1023.62
18.72, 86.56, 1023.6
18.71, 86.57, 1023.62
18.71, 86.57, 1023.63
18.72, 86.57, 1023.66
18.71, 86.57, 1023.62
18.71, 86.58, 1023.61
18.7, 86.58, 1023.65
18.7, 86.58, 1023.64
18.71, 86.58, 1023.67
18.69, 86.58, 1023.64
18.7, 86.58, 1023.63
18.7, 86.58, 1023.62
18.7, 86.57, 1023.65
18.7, 86.58, 1023.64
18.7, 86.58, 1023.61
18.7, 86.58, 1023.65
18.69, 86.58, 1023.66
18.7, 86.58, 1023.61
18.69, 86.58, 1023.64
18.69, 86.58, 1023.64
18.69, 86.58, 1023.68
18.69, 86.59, 1023.66
18.69, 86.58, 1023.7
18.69, 86.59, 1023.71
18.69, 86.57, 1023.69
18.68, 86.59, 1023.73
18.69, 86.59, 1023.7
18.68, 86.59, 1023.69
18.68, 86.59, 1023.66
18.68, 86.59, 1023.7
18.68, 86.59, 1023.71
18.67, 86.59, 1023.7
18.68, 86.59, 1023.75
18.68, 86.59, 1023.77
18.67, 86.59, 1023.71
18.68, 86.59, 1023.72
18.67, 86.58, 1023.71
18.68, 86.59, 1023.75
18.67, 86.59, 1023.73
18.66, 86.58, 1023.74
18.67, 86.6, 1023.73
18.67, 86.58, 1023.75
18.67, 86.59, 1023.73
18.67, 86.59, 1023.77
18.67, 86.59, 1023.77
18.66, 86.59, 1023.74
18.66, 86.59, 1023.7
18.66, 86.59, 1023.78
18.66, 86.59, 1023.75
18.66, 86.59, 1023.79
18.66, 86.59, 1023.8
18.65, 86.59, 1023.78
18.65, 86.59, 1023.73
18.65, 86.59, 1023.74
18.66, 86.59, 1023.75
18.65, 86.59, 1023.77
18.65, 86.59, 1023.81
18.65, 86.6, 1023.79
18.65, 86.59, 1023.78
18.65, 86.6, 1023.75
18.65, 86.59, 1023.76
18.65, 86.59, 1023.75
18.64, 86.6, 1023.78
18.64, 86.6, 1023.78
18.64, 86.6, 1023.79
18.65, 86.6, 1023.78
18.65, 86.6, 1023.75
18.63, 86.6, 1023.76
18.65, 86.6, 1023.77
18.65, 86.6, 1023.83
18.65, 86.6, 1023.82
18.65, 86.6, 1023.83
18.65, 86.6, 1023.8
18.65, 86.6, 1023.83
18.64, 86.6, 1023.85
18.65, 86.6, 1023.83
18.64, 86.6, 1023.9
18.64, 86.6, 1023.88
18.64, 86.6, 1023.9
18.64, 86.61, 1023.86
18.64, 86.6, 1023.86
18.64, 86.61, 1023.87
18.64, 86.61, 1023.82
18.63, 86.6, 1023.85
18.64, 86.61, 1023.88
18.63, 86.61, 1023.88
18.62, 86.61, 1023.87
18.62, 86.6, 1023.92
18.62, 86.6, 1023.9
18.62, 86.61, 1023.89
18.63, 86.61, 1023.88
18.62, 86.61, 1023.86
18.63, 86.61, 1023.86
18.63, 86.61, 1023.88
18.62, 86.61, 1023.89
18.63, 86.61, 1023.91
18.62, 86.61, 1023.9
18.62, 86.61, 1023.92
18.61, 86.61, 1023.9
18.62, 86.61, 1023.9
18.62, 86.61, 1023.92
18.63, 86.61, 1023.89
18.61, 86.6, 1023.87
18.62, 86.61, 1023.9
18.62, 86.61, 1023.9
18.62, 86.61, 1023.9
18.61, 86.61, 1023.87
18.62, 86.61, 1023.86
18.62, 86.61, 1023.9
18.61, 86.61, 1023.87
18.62, 86.62, 1023.9
18.61, 86.61, 1023.87
18.61, 86.61, 1023.87
18.61, 86.61, 1023.89
18.61, 86.61, 1023.91
18.61, 86.61, 1023.9
18.61, 86.61, 1023.86
18.6, 86.61, 1023.86
18.6, 86.61, 1023.86
18.61, 86.61, 1023.84
18.61, 86.61, 1023.82
18.6, 86.61, 1023.81
18.61, 86.61, 1023.84
18.61, 86.61, 1023.84
18.61, 86.64, 1023.85
18.6, 86.61, 1023.8
18.61, 86.61, 1023.83
18.61, 86.61, 1023.86
18.6, 86.61, 1023.83
18.6, 86.61, 1023.85
18.6, 86.61, 1023.88
18.6, 86.61, 1023.8
18.6, 86.62, 1023.85
18.6, 86.61, 1023.84
18.6, 86.61, 1023.86
18.59, 86.61, 1023.85
18.6, 86.61, 1023.84
18.6, 86.62, 1023.86
18.6, 86.62, 1023.9
18.59, 86.62, 1023.88
18.6, 86.62, 1023.88
18.59, 86.62, 1023.88
18.59, 86.62, 1023.89
18.59, 86.61, 1023.89
18.6, 86.62, 1023.92
18.59, 86.62, 1023.85
18.58, 86.62, 1023.83
18.59, 86.62, 1023.85
18.59, 86.62, 1023.89
18.59, 86.62, 1023.91
18.59, 86.62, 1023.89
18.59, 86.62, 1023.9
18.59, 86.62, 1023.84
