
18.29, 84.97, 1028.91
18.29, 84.97, 1028.86
18.29, 84.96, 1028.81
18.3, 84.96, 1028.81
18.3, 84.96, 1028.86
18.3, 84.95, 1028.9
18.3, 84.95, 1028.85
18.3, 84.93, 1028.83
18.3, 84.93, 1028.85
18.3, 84.93, 1028.92
18.3, 84.92, 1028.84
18.3, 84.92, 1028.83
18.3, 84.91, 1028.87
18.3, 84.92, 1028.84
18.3, 84.91, 1028.82
18.3, 84.92, 1028.82
18.3, 84.91, 1028.85
18.3, 84.9, 1028.8
18.3, 84.91, 1028.84
18.31, 84.91, 1028.8
18.3, 84.9, 1028.78
18.3, 84.89, 1028.78
18.3, 84.91, 1028.82
18.3, 84.9, 1028.83
18.31, 84.9, 1028.82
18.3, 84.9, 1028.81
18.3, 84.9, 1028.79
18.3, 84.9, 1028.85
18.3, 84.9, 1028.86
18.3, 84.9, 1028.85
18.3, 84.9, 1028.83
18.3, 84.91, 1028.83
18.3, 84.89, 1028.85
18.3, 84.89, 1028.84
18.3, 84.89, 1028.83
18.3, 84.9, 1028.86
18.29, 84.89, 1028.85
18.29, 84.9, 1028.87
18.29, 84.9, 1028.84
18.29, 84.9, 1028.86
18.29, 84.9, 1028.83
18.3, 84.9, 1028.89
18.3, 84.9, 1028.84
18.29, 84.9, 1028.83
18.3, 84.9, 1028.85
18.3, 84.91, 1028.86
18.29, 84.91, 1028.84
18.29, 84.91, 1028.85
18.28, 84.91, 1028.83
18.29, 84.91, 1028.85
18.29, 84.91, 1028.83
18.29, 84.91, 1028.92
18.29, 84.92, 1028.91
18.29, 84.92, 1028.87
18.29, 84.92, 1028.96
18.29, 84.92, 1028.94
18.29, 84.92, 1028.88
18.28, 84.92, 1028.9
18.28, 84.93, 1028.9
18.28, 84.92, 1028.89
18.28, 84.93, 1028.85
18.29, 84.93, 1028.95
18.29, 84.93, 1028.93
18.28, 84.93, 1028.95
18.28, 84.93, 1028.94
18.29, 84.93, 1028.96
18.29, 84.93, 1028.91
18.28, 84.93, 1028.88
18.28, 84.94, 1028.94
18.28, 84.94, 1028.97
18.28, 84.94, 1028.93
18.28, 84.94, 1028.93
18.28, 84.94, 1028.93
18.27, 84.94, 1028.93
18.27, 84.95, 1028.9
18.28, 84.95, 1028.93
18.27, 84.95, 1028.94
18.28, 84.95, 1028.92
18.28, 84.95, 1028.94
18.28, 84.95, 1028.97
18.28, 84.95, 1028.91
18.27, 84.95, 1028.92
18.27, 84.95, 1028.93
18.27, 84.95, 1028.92
18.27, 84.96, 1028.92
18.27, 84.95, 1028.96
18.28, 84.96, 1028.98
18.27, 84.96, 1028.93
18.27, 84.96, 1028.94
18.27, 84.96, 1028.94
18.27, 84.96, 1028.94
18.27, 84.96, 1028.93
18.27, 84.96, 1028.97
18.26, 84.97, 1028.97
18.26, 84.97, 1028.9
18.27, 84.97, 1028.96
18.27, 84.96, 1028.95
18.27, 84.97, 1028.93
18.27, 84.97, 1028.93
18.27, 84.97, 1028.94
18.27, 84.97, 1028.94
18.27, 84.97, 1028.92
18.27, 84.97, 1028.96
18.27, 84.97, 1028.99
18.27, 84.97, 1028.97
18.26, 84.98, 1028.95
18.27, 84.97, 1028.95
18.27, 84.97, 1028.97
18.27, 84.97, 1028.99
18.27, 84.97, 1028.94
18.27, 84.98, 1028.94
18.27, 84.98, 1028.98
18.27, 84.98, 1028.93
18.26, 84.98, 1028.92
18.26, 84.98, 1028.95
18.26, 84.98, 1028.95
18.26, 84.98, 1028.89
18.26, 84.98, 1028.93
18.26, 84.99, 1028.89
18.26, 84.98, 1028.88
18.26, 84.99, 1028.91
18.26, 84.99, 1028.88
18.26, 84.99, 1028.89
18.26, 84.99, 1028.93
18.26, 84.98, 1028.89
18.26, 84.99, 1028.87
18.26, 84.99, 1028.88
18.26, 84.99, 1028.89
18.26, 84.99, 1028.86
18.27, 84.99, 1028.88
18.26, 84.99, 1028.91
18.26, 84.99, 1028.93
18.26, 84.99, 1028.93
18.25, 84.99, 1028.91
18.26, 84.99, 1028.96
18.26, 84.99, 1028.97
18.25, 85.0, 1028.94
18.26, 84.99, 1028.97
18.26, 85.0, 1029.01
18.25, 85.0, 1028.95
18.26, 85.0, 1028.9
18.26, 85.0, 1028.93
18.26, 85.0, 1028.94
18.25, 85.0, 1028.96
18.26, 85.0, 1028.96
18.25, 85.0, 1028.92
18.25, 85.0, 1028.93
18.25, 85.0, 1028.92
18.25, 85.0, 1028.89
18.25, 85.0, 1028.93
18.25, 85.0, 1028.93
18.25, 85.0, 1028.95
18.25, 85.0, 1028.98
18.25, 85.0, 1028.94
18.25, 85.0, 1028.96
18.25, 85.0, 1028.98
18.24, 85.0, 1028.95
18.25, 85.0, 1028.99
18.25, 85.0, 1028.97
18.25, 85.0, 1029.0
18.25, 85.0, 1028.99
18.24, 85.0, 1028.98
18.25, 85.0, 1028.97
18.25, 85.0, 1028.97
18.25, 85.0, 1028.98
18.25, 85.0, 1028.96
18.25, 85.0, 1028.96
18.25, 85.0, 1028.92
18.25, 85.0, 1028.94
18.25, 85.0, 1028.96
18.25, 85.0, 1028.96
18.24, 85.0, 1028.92
18.24, 85.0, 1028.96
18.24, 85.0, 1028.95
18.24, 85.0, 1028.91
18.25, 85.0, 1028.94
18.25, 85.0, 1028.93
18.24, 85.0, 1028.91
18.24, 85.0, 1028.94
18.25, 85.0, 1028.94
18.25, 85.0, 1028.96
18.24, 85.0, 1028.97
18.25, 85.0, 1028.96
18.24, 85.0, 1028.93
18.24, 85.0, 1028.96
18.24, 85.0, 1028.96
18.24, 85.0, 1028.94
18.24, 85.0, 1028.93
18.24, 85.0, 1028.9
18.24, 85.0, 1028.93
18.24, 85.0, 1028.94
18.24, 85.0, 1028.94
18.24, 85.0, 1028.93
18.24, 85.0, 1028.91
18.24, 85.0, 1028.91
18.24, 85.0, 1028.93
18.24, 85.0, 1028.94
18.24, 85.0, 1028.97
18.24, 85.0, 1028.96
18.24, 85.0, 1028.93
18.24, 85.0, 1028.92
18.24, 85.0, 1028.92
18.24, 85.0, 1028.92
18.24, 85.0, 1028.92
18.24, 85.0, 1028.93
18.23, 84.99, 1028.91
18.24, 85.0, 1028.92
18.24, 85.0, 1028.9
18.24, 85.0, 1028.87
18.24, 85.0, 1028.89
18.23, 84.99, 1028.89
18.24, 85.0, 1028.92
18.24, 85.0, 1028.94
18.24, 85.0, 1028.95
18.24, 85.0, 1028.95
18.23, 84.99, 1028.93
18.24, 85.0, 1028.91
18.24, 85.0, 1028.89
18.24, 85.0, 1028.87
18.23, 84.99, 1028.84
18.24, 85.0, 1028.86
18.23, 84.99, 1028.85
18.23, 84.99, 1028.85
18.23, 84.99, 1028.84
18.24, 85.0, 1028.86
18.24, 85.0, 1028.86
18.24, 85.0, 1028.84
18.24, 85.0, 1028.86
18.24, 85.0, 1028.85
18.23, 84.99, 1028.8
18.24, 85.0, 1028.86
18.23, 84.99, 1028.82
18.23, 84.99, 1028.83
18.23, 84.99, 1028.83
18.24, 85.0, 1028.85
